Designator,Mid X,Mid Y,Rotation,Layer
_5,91.593723,-92.7,0.0,top
_4,134.74017,-110.0,0.0,top
_3,167.54017,-70.2,0.0,top
_2,181.343723,-117.6,0.0,top
,91.593723,-73.746447,0.0,top
